,Static - Unconstrained,Static - Unconstrained,Static - Unconstrained,Static - Unconstrained,Static - Unconstrained,Static - Beta-neutral,Static - Beta-neutral,Static - Beta-neutral,Static - Beta-neutral,Kalman - Unconstrained,Kalman - Unconstrained,Kalman - Unconstrained,Kalman - Unconstrained,Kalman - Unconstrained,Kalman - Beta-neutral,Kalman - Beta-neutral,Kalman - Beta-neutral,Kalman - Beta-neutral,LASSO - Unconstrained,LASSO - Unconstrained,LASSO - Unconstrained,LASSO - Unconstrained,LASSO - Unconstrained,Benchmark (EW) - Unconstrained,Benchmark (EW) - Unconstrained,Benchmark (EW) - Unconstrained,Benchmark (EW) - Unconstrained,Benchmark (EW) - Unconstrained,LASSO - Beta-neutral,LASSO - Beta-neutral,LASSO - Beta-neutral,LASSO - Beta-neutral,Benchmark (EW) - Beta-neutral,Benchmark (EW) - Beta-neutral,Benchmark (EW) - Beta-neutral,Benchmark (EW) - Beta-neutral
,MKT_RF,SMB,HML,RMW,CMA,SMB,HML,RMW,CMA,MKT_RF,SMB,HML,RMW,CMA,SMB,HML,RMW,CMA,MKT_RF,SMB,HML,RMW,CMA,MKT_RF,SMB,HML,RMW,CMA,SMB,HML,RMW,CMA,SMB,HML,RMW,CMA
2021-06-30,0.250470692584629,-0.36169351907477576,-0.13906311958450368,0.8602221633987078,0.686228640623393,-0.2575287600099872,-0.0639964833893434,0.7627106858728483,0.5044175533598761,0.6049142875587766,0.019831888807183166,-0.2042650380806395,0.7173890569648192,0.877739882367883,0.5254969864062611,-0.023921255196693362,0.6407494895252175,0.6287398999380704,0.7626353551106189,-0.5335404679603695,-0.3545195079850249,0.3555101789501774,0.5389673888968037,0.2,0.2,0.2,0.2,0.2,0.6726406236493537,-0.7821383560819528,1.438174243612533,0.25026051358894474,0.25,0.25,0.25,0.25
2021-09-30,-0.3107596761754659,0.14182439974848807,0.5319972944898411,0.07828003969050551,0.06628762967653146,-0.005096392837451723,0.47899890716356014,0.277735888670133,0.3620783284875513,0.6187614516809301,0.03042023559985527,-0.5980357334647638,0.8311184557026019,1.0950379728625053,0.5783974378349716,-0.7283977701146866,0.8700213015306801,1.0270294305776957,0.7808045386844749,-0.596988743967069,-0.3471987169688258,0.16961500258153692,0.6797820069609344,0.2,0.2,0.2,0.2,0.2,0.6833380403501406,-0.8766048926742176,1.457099219296745,0.4560966246921226,0.25,0.25,0.25,0.25
2021-12-31,-0.2135324055484068,0.4472040058656337,-0.0068068993161937985,-0.012130643764480864,0.9446164987908444,0.3613213167684355,-0.07607150584737522,0.1122241313120699,1.1735832907454045,0.649340405246442,-0.05365932582524972,-0.39909062351784247,0.8681123089553998,0.8293922917323527,0.5105335991830035,-0.3993402966082369,1.016363890471886,0.5678741907190746,-0.5707957473954863,0.9184944317854772,-0.03747359569784913,1.626320769452323,-1.6146074141489353,0.2,0.2,0.2,0.2,0.2,0.3958937708548057,-0.05275493867760543,1.4093918317095433,-1.505874575577235,0.25,0.25,0.25,0.25
2022-03-31,-0.390723781783288,0.2946214334698003,0.1866555757957578,-0.9654557300806021,0.37558736237677925,0.13271679149569404,0.0914206615814327,-0.92191717662666,0.8191779822430028,0.5913158384344833,-0.01326784369779329,-0.5218849802761989,0.7987537817140015,1.0507399144633056,0.4486979184750748,-0.6078755074393909,0.8805232628919696,0.9761100411426289,-0.5500821610840358,0.9059676778371292,-0.1058968154591176,1.8042985468824373,-1.0541010888979496,0.2,0.2,0.2,0.2,0.2,0.41559049156826744,-0.16471386421568962,1.593650137992563,-0.6983192700527184,0.25,0.25,0.25,0.25
2022-06-30,-0.19610715485042135,0.8005045033623109,-0.7908508725605505,-0.1433380186545905,0.4048218173289978,0.7355622828080001,-0.8777909381486259,-0.051781125314495156,0.585526838347819,0.5469279746358381,-0.058192295696800025,-0.5715318319343088,0.4694002628747698,1.50267534886033,0.2972517848966264,-0.6288118637111418,0.3137885184937949,1.5905286457030674,-0.977275070591282,1.1218251645682373,-0.25514107659463264,1.1597813919871487,-0.07497274210366463,0.2,0.2,0.2,0.2,0.2,0.4422489542730252,-0.883424032473913,1.0913037313506162,1.6024513596257686,0.25,0.25,0.25,0.25
2022-09-30,0.11448485828656214,0.7390253164811074,-0.8162683948576104,-0.16089028557221852,0.9853337083030417,0.8022588137108456,-0.7956686417888625,-0.22082841393231453,0.9029857433185507,0.5400014754315173,0.035170229738443075,-0.6118011491687333,0.642174992178597,1.395982673851195,0.4306968665586453,-0.7047185487085824,0.562330511714059,1.438820268216514,-0.6225806384291692,0.6171248281150223,-0.31756083773098426,1.2177623184405761,0.15497620861316147,0.2,0.2,0.2,0.2,0.2,0.004794985635631493,-0.40351067069859253,1.2811977800814243,0.7660091896734533,0.25,0.25,0.25,0.25
2022-12-31,0.43027744038185234,0.49216631260388166,-0.7529115319077663,0.3459065132344721,1.3676499252275338,0.8701718391597795,-0.8149795718058497,0.1776175763678082,1.3103483453436502,0.5901355083511345,0.07476804295216664,-0.4327141284410055,0.8340899696174722,0.763799829545707,0.6271062905057156,-0.5197181166575119,0.9917809555899577,0.5715868179177931,-0.794799886181439,0.9009359377932704,-0.2205822294965172,0.8733880002866958,-0.1862445771897871,0.2,0.2,0.2,0.2,0.2,0.34598063787393346,-0.30830989070958076,1.4572275056874724,0.3465855364869111,0.25,0.25,0.25,0.25
2023-03-31,0.32811121398772014,0.2444368589873648,-0.8681831511956262,-0.07432485755518894,0.7346920272722184,0.45294971425480435,-0.9073662836110611,-0.25053010555549426,0.5964654744883834,0.5093711756272881,0.02588154379705718,-0.5037053696814208,0.5930561319755863,1.2306808003371628,0.38989182601164996,-0.5833208897951079,0.5312727490948934,1.3227986338743487,-0.7616136691574094,0.875641856470356,-0.3415409357427409,1.0311215194317682,-0.00485418988305276,0.2,0.2,0.2,0.2,0.2,0.16673134643735804,-0.4838441817107675,1.231930780480374,0.5272282334472183,0.25,0.25,0.25,0.25
2023-06-30,0.49712452989341155,-0.0299601285573936,-0.37838001781027597,-0.3620968792899146,0.6297807298681903,0.2913883989607685,-0.3962683604700025,-0.8248559922440603,0.44248193383352336,0.5332728485799123,0.10834837727602614,-0.6578476871759993,0.8016410321808979,0.9651730462038448,0.5548332120916672,-0.8480125979621406,0.8664429487905115,0.959588913302836,-0.5339528918782552,0.6239394381903826,-0.0022673088002590257,1.5797175281139433,-0.6332879271706129,0.2,0.2,0.2,0.2,0.2,0.07172067651196187,0.13579479906816289,1.407589606278102,-0.5679606943311,0.25,0.25,0.25,0.25
2023-09-30,0.4675301038891081,-0.19349969390914584,-0.1216068444027466,-0.580880652509466,0.7425766040418579,0.03765366650835911,-0.04066978453760561,-1.050112634573753,0.5873806659192677,0.5581015642001553,0.06658669147361106,-0.3859940470146924,0.9092666964015234,0.4928634495990837,0.5426977336905029,-0.45413245461582824,1.0895848314976915,0.21457729519583466,0.5826709207648167,-0.27940736242244996,-0.48962012055852383,0.2727510369605854,0.8301703352698628,0.2,0.2,0.2,0.2,0.2,0.47724772333366905,-0.8504104204580903,1.1391364802068091,0.8610563995415637,0.25,0.25,0.25,0.25
2023-12-31,0.4744062972091952,-0.09299660075266009,-0.6818905267255803,-0.25859435378638523,1.2653741187793466,0.18450897125290291,-0.8103542057711313,-0.6336636960657875,1.3160361344129825,0.5607783693148516,-0.05299169976024338,0.010626028072742206,0.8733300488952882,0.09606344749171096,0.3601555578936582,0.17836567716020002,1.031174609944504,-0.4107938496964994,-0.6813669817538889,0.8830326025110609,-0.4148509442092737,1.3934394486240749,-0.1389264342540821,0.2,0.2,0.2,0.2,0.2,0.21218356646967254,-0.37151037071088305,1.3923574849306621,0.016288547948141684,0.25,0.25,0.25,0.25
2024-03-31,0.3427648970923176,0.17390671762642634,-1.037441583094147,0.1055770927778407,1.5845936717368425,0.3875997309078858,-1.113967777816373,-0.055535879264003225,1.5665283550354248,0.5833340168829161,-0.02179688643410891,0.015461120693616971,0.8045038264428679,0.18975897372017506,0.45853664585064646,0.21723904311638823,0.9590607764757717,-0.30972029691598035,0.6838002584555457,-0.656309870981209,0.032263659583644466,0.2024388640080635,0.09735856225766958,0.2,0.2,0.2,0.2,0.2,0.15359404386248737,-0.1996164701642351,1.361181922627209,-0.2204277508666248,0.25,0.25,0.25,0.25
2024-06-30,0.3546290627990175,0.17015349485389705,-1.0762639903775433,0.1910379657632757,1.5124905390463674,0.3843491440420363,-1.1647548688219296,0.0330068487270682,1.485711330474612,0.6099357944538357,-0.0969373154563191,-0.195127069818712,0.8157349265122015,0.45809571988058956,0.36144378766157537,-0.15140017643888437,1.0649125001612343,0.13156782908009151,0.5556692985462315,-0.9139183039739586,0.3725176356492474,0.2301074524413065,-0.35308283732938733,0.2,0.2,0.2,0.2,0.2,-0.5590365794387032,0.4325064386486255,0.904490455833717,-0.8394984255043819,0.25,0.25,0.25,0.25
2024-09-30,0.3442133928444559,0.1809437394863055,-0.9648211753390723,0.036427874671464126,1.6548067698428648,0.3857095067606798,-1.0266455954485503,-0.13747622094191164,1.637568016260302,0.5827046933291885,-0.06631695637574246,-0.1909695792065546,0.9069011265244703,0.2550762027759687,0.3483375449494988,-0.1347502591411782,1.128959573751581,-0.2171616428044453,0.6074299434820133,-0.9365715157807073,0.17030350863016283,0.08631658889067109,-0.043540661749490304,0.2,0.2,0.2,0.2,0.2,-0.5700822022165172,0.12704762382590087,0.8397832680465501,-0.4424979954995688,0.25,0.25,0.25,0.25
2024-12-31,0.3698209497869535,0.11326660881232825,-1.0155475618455623,0.11332123791486544,1.6226131892453286,0.32946364010249385,-1.1041787721739849,-0.06418923976340958,1.618680334616868,0.5942194751738533,0.0015301149070763725,-0.21422046438057166,0.8470783668679437,0.47660916176077234,0.49491436866809324,-0.17787656874278196,1.0511549170321335,0.16507364366911356,0.6877766798281876,-0.8120859643516072,0.11292105286435768,0.00978873200458072,0.08476105635060156,0.2,0.2,0.2,0.2,0.2,-0.2978052576942166,0.0062786260605356345,1.1108889036021468,-0.37435441476636283,0.25,0.25,0.25,0.25
2025-03-31,0.44999651164323284,0.029547159408905205,-0.9880022631369296,0.29160719412538155,1.5125632777506606,0.3024777402114227,-1.160708323617626,0.11354229154356897,1.5749877379605757,0.6097074803478005,-0.027413620384860348,-0.2568251973537597,0.8278830682644623,0.5244688632917617,0.48303390610159713,-0.2663436916115124,1.0647782174976486,0.25154864888423323,0.42283288691706183,-0.3659855530201461,0.025806415125601105,0.7998235646780398,-0.23882064090322658,0.2,0.2,0.2,0.2,0.2,0.06660939070958234,-0.05564823149107199,1.316044203755226,-0.4641579581803022,0.25,0.25,0.25,0.25
2025-06-30,0.4188396036656954,0.08046326035198059,-1.0001061464261969,0.3391073999698056,1.4183563868318618,0.34935554122524504,-1.154937697228619,0.19092813502333958,1.4394517037264931,0.6055402898999975,-0.22562320711179065,0.1037431608329311,0.7556870675317082,0.16542056268100946,0.12650671644566375,0.3762469859872724,0.9263692552172982,-0.38132337243773506,0.558234471811119,-0.7629925101169744,0.38793619134165674,0.3522643451274664,-0.404461035923416,0.2,0.2,0.2,0.2,0.2,-0.27035682513702,0.4036107149601312,1.0870841609667286,-0.8701348884783249,0.25,0.25,0.25,0.25
2025-09-30,0.4746231728234677,0.11195155930533393,-0.8699388987622811,0.6324979194605908,1.194519095947111,0.4540918091716495,-1.081742087866335,0.557838133289323,1.2381437208302457,0.6027330476264466,-0.08046161001404123,-0.45454305533684947,0.7413955790674454,0.8559399411415414,0.38935686671023173,-0.7022211068463662,0.8762193722557696,0.9601825236426091,0.6451050628683936,-0.8483014757777355,0.17443904323063097,0.13705751461739135,0.0012913247249056934,0.2,0.2,0.2,0.2,0.2,-0.38538877433857965,0.00567160335394152,1.0127601599840492,-0.28194648652792437,0.25,0.25,0.25,0.25
2025-12-31,0.42336228836571477,0.1196349783200431,-0.9026519608998608,0.6974876408880748,1.2025810728471116,0.3993163372957944,-1.0497653614097961,0.6257003310641004,1.1916452803808375,0.6278340758649619,-0.1024802090032143,-0.11628773657895315,0.7816048197851408,0.40489304223260963,0.41317264386217334,-0.06617677812751177,1.0370244498647683,0.09403317343638806,0.6864145176219286,-0.8170538493741812,0.3062091443662104,0.023597910774199538,-0.11328483303204236,0.2,0.2,0.2,0.2,0.2,-0.3664716806395074,0.3622257305955296,0.998099963655981,-0.7439458829746204,0.25,0.25,0.25,0.25
2026-03-31,0.41473071980604315,0.097396873698277,-0.8907429163451919,0.7114585693550232,1.1583358617420503,0.36532181696990534,-1.0319992395622581,0.6452856530418095,1.1395320580273929,0.6299826431586948,-0.16358788639123895,0.048608282519463475,0.7567856502605987,0.1615463715996724,0.2967567872988855,0.2622970888041972,1.0017813421710682,-0.39570481572303023,0.6998701135362341,-0.7893058091480862,0.2537745791989591,0.006908231202968472,-0.07070798912608978,0.2,0.2,0.2,0.2,0.2,-0.2823863411711242,0.26727148485522684,1.0763766877437608,-0.732725175666133,0.25,0.25,0.25,0.25
2026-06-30,0.4534009550795109,0.0229753876368644,-0.8844088519532918,0.6880411802685042,0.999024635098246,0.30896197872761416,-1.0761226548491065,0.6289029677465885,0.9603717238384549,0.607725355240466,-0.09604193314742669,-0.1394529868392349,0.6724900000366967,0.6973483198111091,0.36677985150764536,-0.13211716246040153,0.7625965170457405,0.6709913843787022,0.020758506394853597,-0.3208593914122354,0.7260085568233056,0.4956436534347595,-1.4615132418312604,0.2,0.2,0.2,0.2,0.2,-0.3014861266175478,0.721620469262159,0.5085052171084218,-1.4694482995949347,0.25,0.25,0.25,0.25
